"date","campaign_id","campaign_name","adgroup_id","adgroup_name","adgroup_targetting_type","adgroup_status","campaign_status","impressions","clicks","ctr","cvr","avg_cpc","ad_spend","units_sold_direct","units_sold_indirect","units_sold_total","direct_revenue","indirect_revenue","total_revenue","roi_direct","roi_indirect","roi_total"
"20260301","CMP1140205","SATRANI FEB","ADG1199938","Clone_of_ Satrani Saree Hit sku 9 to 12 Feb.","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260306","CMP1140205","SATRANI FEB","ADG1199938","Clone_of_ Satrani Saree Hit sku 9 to 12 Feb.","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260321","CMP1318141","SANGRIA MARCH 2026","ADG1318143","SANGRIA","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260321","CMP1320289","MITERA MARCH 2026","ADG1394106","MITERA MIX 2","Auto Targeting","ADGROUP_STATUS_LIVE","LIVE","91501","1869","2.0400","0.1100","1.200000","2242.80","1","1","2","1165.9000","1383.3700","2549.2600","0.52000000","0.62000000","1.1400"
"20260322","CMP1320289","MITERA MARCH 2026","ADG1339664","MITERA MIX1","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260319","CMP1320232","KALINI MARCH 2026","ADG1320264","NEW STYLES","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260303","CMP1140205","SATRANI FEB","ADG1231610","Satrani Saree med sku 20 to 22 Feb.","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260303","CMP1140205","SATRANI FEB","ADG1231585","Satrani Saree hit sku 20 to 22 Feb.","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260317","CMP1320232","KALINI MARCH 2026","ADG1376129","KALINI HIT STYLES /","Auto Targeting","ADGROUP_STATUS_LIVE","LIVE","58062","2620","4.5100","0.0400","1.200000","3144.00","0","1","1","0.0000","608.0000","608.0000","0.00000000","0.19000000","0.1900"
"20260305","CMP1299835","SATRANI MARCH","ADG1299893","SATRANI NEW","Auto Targeting","ADGROUP_STATUS_LIVE","LIVE","57885","2107","3.6400","0.2400","1.200000","2528.40","2","3","5","2821.4600","4441.2900","7262.7600","1.12000000","1.76000000","2.8700"
"20260310","CMP1318141","SANGRIA MARCH 2026","ADG1318545","AAY STYLES","Auto Targeting","ADGROUP_STATUS_DAILY_BUDGET_MET","DAILY_BUDGET_MET","24119","852","3.5300","0.0000","1.200000","1022.40","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"20260307","CMP1320232","KALINI MARCH 2026","ADG1320248","MIX STYLES","Auto Targeting","ADGROUP_STATUS_DAILY_BUDGET_MET","DAILY_BUDGET_MET","136999","2972","2.1700","0.4000","1.200000","3566.40","9","3","12","6204.3100","2469.2800","8673.5900","1.74000000","0.69000000","2.4300"
"20260305","CMP1140205","SATRANI FEB","ADG1143235","Satrani Saree Hit sku 1 to 8 Feb.","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260315","CMP1320289","MITERA MARCH 2026","ADG1320547","MITERA NEW STYLES","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260307","CMP1140205","SATRANI FEB","ADG1246031","NEW & PUSH 23 TO 26","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260307","CMP1140205","SATRANI FEB","ADG1140207","SATRANI SAREE - HIT STYLE","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260301","CMP1143639","Mitera Saree Feb - 2026","ADG1246136","NEW LAUNCH","Auto Targeting","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","30","0","0.0000",,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260323","CMP1299835","SATRANI MARCH","ADG1394152","SATRANI MIX 2","Auto Targeting","ADGROUP_STATUS_DAILY_BUDGET_MET","DAILY_BUDGET_MET","33005","1033","3.1300","0.1900","1.200000","1239.60","0","2","2","0.0000","3060.7300","3060.7300","0.00000000","2.47000000","2.4700"
"20260303","CMP1140205","SATRANI FEB","ADG1246001","NEW & NEUTRAL 23 TO 26","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260311","CMP1320232","KALINI MARCH 2026","ADG1339638","KALINI MIX STYLES","Auto Targeting","ADGROUP_STATUS_DAILY_BUDGET_MET","LIVE","86891","2123","2.4400","0.1900","1.200000","2547.60","2","2","4","1582.9600","1508.4500","3091.4100","0.62000000","0.59000000","1.2100"
"20260313","CMP1320232","KALINI MARCH 2026","ADG1339634","KALINI NEW","Auto Targeting","ADGROUP_STATUS_DAILY_BUDGET_MET","DAILY_BUDGET_MET","100375","2107","2.1000","0.5200","1.200000","2528.40","6","5","11","5623.5700","4476.7600","10100.3300","2.22000000","1.77000000","3.9900"
"20260313","CMP1320289","MITERA MARCH 2026","ADG1320292","MITERA MIX","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260310","CMP1299835","SATRANI MARCH","ADG1311673","KALINI","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260320","CMP1318141","SANGRIA MARCH 2026","ADG1318545","AAY STYLES","Auto Targeting","ADGROUP_STATUS_DAILY_BUDGET_MET","DAILY_BUDGET_MET","12924","441","3.4100","0.4500","1.200000","529.20","2","0","2","2761.6800","0.0000","2761.6800","5.22000000","0.00000000","5.2200"
"20260307","CMP1320232","KALINI MARCH 2026","ADG1320483","KALINI NEW STYELS","Auto Targeting","ADGROUP_STATUS_LIVE","LIVE","74642","1674","2.2400","0.2400","1.200000","2008.80","2","2","4","1990.1300","1663.4900","3653.6200","0.99000000","0.83000000","1.8200"
"20260313","CMP1299835","SATRANI MARCH","ADG1311686","MITERA","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260316","CMP1299835","SATRANI MARCH","ADG1339686","SATRANI HIT1","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260316","CMP1299835","SATRANI MARCH","ADG1299893","SATRANI NEW","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260301","CMP1140205","SATRANI FEB","ADG1231621","Satrani Saree med1 sku 20 to 22 Feb.","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260318","CMP1299835","SATRANI MARCH","ADG1299853","SATRANI HIT","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260308","CMP1140205","SATRANI FEB","ADG1231621","Satrani Saree med1 sku 20 to 22 Feb.","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260304","CMP1140205","SATRANI FEB","ADG1143135","Satrani Saree dis,spec sku 1 to 8 Feb.","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260306","CMP1140205","SATRANI FEB","ADG1231585","Satrani Saree hit sku 20 to 22 Feb.","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260306","CMP1140205","SATRANI FEB","ADG1143135","Satrani Saree dis,spec sku 1 to 8 Feb.","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260312","CMP1318141","SANGRIA MARCH 2026","ADG1318545","AAY STYLES","Auto Targeting","ADGROUP_STATUS_DAILY_BUDGET_MET","DAILY_BUDGET_MET","22647","859","3.7900","0.2300","1.200000","1030.80","2","0","2","1835.4100","0.0000","1835.4100","1.78000000","0.00000000","1.7800"
"20260312","CMP1299835","SATRANI MARCH","ADG1299893","SATRANI NEW","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260312","CMP1320232","KALINI MARCH 2026","ADG1320248","MIX STYLES","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260319","CMP1299835","SATRANI MARCH","ADG1299837","GROW REVENUE RECOMM.","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
