"campaign_id","campaign_name","adgroup_id","adgroup_name","adgroup_targetting_type","product_id","product_name","adgroup_status","campaign_status","impressions","clicks","ctr","cvr","avg_cpc","budget_spend","units_sold_direct","units_sold_indirect","units_sold_total","direct_revenue","indirect_revenue","total_revenue","roi_direct","roi_indirect","roi_total"
"CMP1140205","SATRANI FEB","ADG1181253","Satrani Saree Hit sku neut 9 to 12 Feb.","Auto Targeting","36078091","Satrani Embellished Organza Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1320232","KALINI MARCH 2026","ADG1376136","KALINI NEW STYELS /","Auto Targeting","39659044","KALINI Ethnic Motifs Zari Silk Blend Heavy Work Saree","ADGROUP_STATUS_EXPIRED","LIVE","7398","143","1.9300","0.0000","1.200000","171.60","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1320232","KALINI MARCH 2026","ADG1376136","KALINI NEW STYELS /","Auto Targeting","33042245","KALINI Woven Design Zari Silk Blend Banarasi Saree","ADGROUP_STATUS_EXPIRED","LIVE","2003","34","1.7000","0.0000","1.200000","40.80","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1299835","SATRANI MARCH","ADG1375434","SATRANI NEW /","Auto Targeting","30858539","Satrani Embellished Sequinned Tissue Saree","ADGROUP_STATUS_EXPIRED","LIVE","9889","320","3.2400","0.3100","1.200000","384.00","1","0","1","2454.9200","0.0000","2454.9200","6.39000000","0.00000000","6.3900"
"CMP1320289","MITERA MARCH 2026","ADG1375694","MITERA NEW STYLES /","Auto Targeting","40310165","Mitera Poly Georgette Saree","ADGROUP_STATUS_EXPIRED","LIVE","1085","13","1.2000","0.0000","1.200000","15.60","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1320232","KALINI MARCH 2026","ADG1376135","KALINI MIX STYLES /","Auto Targeting","34288443","KALINI Black Pure Georgette Printed Sarees","ADGROUP_STATUS_EXPIRED","LIVE","13084","375","2.8700","0.0000","1.200000","450.00","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1320232","KALINI MARCH 2026","ADG1376136","KALINI NEW STYELS /","Auto Targeting","40091090","KALINI Woven Design Zari Silk Blend Fusion Paithani Saree","ADGROUP_STATUS_EXPIRED","LIVE","7867","79","1.0000","0.0000","1.200000","94.80","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1320232","KALINI MARCH 2026","ADG1376136","KALINI NEW STYELS /","Auto Targeting","33945310","KALINI Women Woven Design Saree With Unstiched Blouse Piece","ADGROUP_STATUS_EXPIRED","LIVE","50638","1630","3.2200","0.1800","1.200000","1956.00","3","0","3","2610.9400","0.0000","2610.9400","1.33000000","0.00000000","1.3300"
"CMP1299835","SATRANI MARCH","ADG1375414","SATRANI MIX /","Auto Targeting","37818463","Satrani Embellished Embroidered Pure Chiffon Heavy Work Saree","ADGROUP_STATUS_EXPIRED","LIVE","4580","132","2.8800","0.0000","1.200000","158.40","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1320232","KALINI MARCH 2026","ADG1376136","KALINI NEW STYELS /","Auto Targeting","40099760","KALINI Woven Design Zari Silk Blend Designer Saree","ADGROUP_STATUS_EXPIRED","LIVE","3209","96","2.9900","0.0000","1.200000","115.20","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1318141","SANGRIA MARCH 2026","ADG1318143","SANGRIA","Auto Targeting","39657925","Sangria Printed Sarees With Unstitched Blouse Piece","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1299835","SATRANI MARCH","ADG1375401","SATRANI HIT /","Auto Targeting","35271872","Satrani Bandhani Printed Embroidered Border Gotta Patti Bandhani Saree","ADGROUP_STATUS_EXPIRED","LIVE","1756","66","3.7600","0.0000","1.200000","79.20","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1320289","MITERA MARCH 2026","ADG1394081","MITERA HIT 2","Auto Targeting","33700195","Mitera Ethnic Motifs Pure Linen Ready to Wear Saree","ADGROUP_STATUS_DAILY_BUDGET_MET","DAILY_BUDGET_MET","5861","123","2.1000","0.8100","1.200000","147.60","1","0","1","1332.8200","0.0000","1332.8200","9.03000000","0.00000000","9.0300"
"CMP1299835","SATRANI MARCH","ADG1394152","SATRANI MIX 2","Auto Targeting","21931858","Satrani Ethnic Motif Woven Design Zari Banarasi Saree","ADGROUP_STATUS_DAILY_BUDGET_MET","DAILY_BUDGET_MET","1056","49","4.6400","0.0000","1.200000","58.80","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1299835","SATRANI MARCH","ADG1394139","SATRANI HIT 2","Auto Targeting","30313153","Satrani Woven Design Zari Kanjeevaram Saree","ADGROUP_STATUS_DAILY_BUDGET_MET","DAILY_BUDGET_MET","833","37","4.4400","0.0000","1.200000","44.40","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1299835","SATRANI MARCH","ADG1394162","SATRANI NEW 2","Auto Targeting","39655718","Satrani Embellished Embroidered Pure Chiffon Designer Saree","ADGROUP_STATUS_LIVE","LIVE","1860","23","1.2400","0.0000","1.200000","27.60","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1320232","KALINI MARCH 2026","ADG1394021","KALINI MIX 2","Auto Targeting","32710624","KALINI Woven Design Zari Banarasi Republic Day Saree","ADGROUP_STATUS_DAILY_BUDGET_MET","DAILY_BUDGET_MET","2389","43","1.8000","0.0000","1.200000","51.60","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1299835","SATRANI MARCH","ADG1394162","SATRANI NEW 2","Auto Targeting","40100017","Satrani Woven Design Embroidered Pure Chiffon Designer Saree","ADGROUP_STATUS_DAILY_BUDGET_MET","DAILY_BUDGET_MET","2622","41","1.5600","0.0000","1.200000","49.20","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1318141","SANGRIA MARCH 2026","ADG1393895","SANGRIA 2","Auto Targeting","40299352","Sangria Printed Sarees","ADGROUP_STATUS_DAILY_BUDGET_MET","DAILY_BUDGET_MET","603","4","0.6600","0.0000","1.200000","4.80","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1318141","SANGRIA MARCH 2026","ADG1393895","SANGRIA 2","Auto Targeting","33365808","Sangria Floral Printed Tussar Saree  ","ADGROUP_STATUS_DAILY_BUDGET_MET","DAILY_BUDGET_MET","1919","21","1.0900","0.0000","1.200000","25.20","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1299835","SATRANI MARCH","ADG1394162","SATRANI NEW 2","Auto Targeting","40091538","Satrani Ombre Sequinned Tissue Designer Saree","ADGROUP_STATUS_DAILY_BUDGET_MET","DAILY_BUDGET_MET","2557","15","0.5900","0.0000","1.200000","18.00","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1320289","MITERA MARCH 2026","ADG1394106","MITERA MIX 2","Auto Targeting","39661561","Mitera Ethnic Motifs Embroidered Silk Blend Saree","ADGROUP_STATUS_DAILY_BUDGET_MET","DAILY_BUDGET_MET","3741","62","1.6600","0.0000","1.200000","74.40","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1320232","KALINI MARCH 2026","ADG1394033","KALINI NEW 2","Auto Targeting","40091053","KALINI Woven Design Zari Silk Blend Fusion Saree","ADGROUP_STATUS_EXPIRED","ON_HOLD","2699","48","1.7800","0.0000","1.200000","57.60","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1318141","SANGRIA MARCH 2026","ADG1393895","SANGRIA 2","Auto Targeting","39658201","Sangria Embellished Sarees With Unstitched Blouse Piece","ADGROUP_STATUS_DAILY_BUDGET_MET","DAILY_BUDGET_MET","908","29","3.1900","0.0000","1.200000","34.80","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1318141","SANGRIA MARCH 2026","ADG1393895","SANGRIA 2","Auto Targeting","40299372","Sangria Printed Sarees","ADGROUP_STATUS_DAILY_BUDGET_MET","DAILY_BUDGET_MET","98","0","0.0000",,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1143430","Kalini Saree Feb - 2026","ADG1246115","NEW PROMOTE","Auto Targeting","38992874","KALINI Striped Linen Blend Designer Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","2","0","0.0000",,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1318141","SANGRIA MARCH 2026","ADG1393895","SANGRIA 2","Auto Targeting","36426270","Sangria Pink Poly Georgette Printed Sarees","ADGROUP_STATUS_DAILY_BUDGET_MET","DAILY_BUDGET_MET","876","15","1.7100","6.6700","1.200000","18.00","1","0","1","899.3200","0.0000","899.3200","49.96000000","0.00000000","49.9600"
"CMP1143430","Kalini Saree Feb - 2026","ADG1246115","NEW PROMOTE","Auto Targeting","40091103","KALINI Woven Design Zari Silk Blend Fusion Paithani Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","2","0","0.0000",,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1320232","KALINI MARCH 2026","ADG1394033","KALINI NEW 2","Auto Targeting","35828694","KALINI Bandhani Poly Georgette Saree","ADGROUP_STATUS_DAILY_BUDGET_MET","DAILY_BUDGET_MET","82","1","1.2200","0.0000","1.500000","1.50","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1143430","Kalini Saree Feb - 2026","ADG1246115","NEW PROMOTE","Auto Targeting","40091045","KALINI Woven Design Zari Silk Blend Fusion Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","2","0","0.0000",,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1320232","KALINI MARCH 2026","ADG1394033","KALINI NEW 2","Auto Targeting","29801514","KALINI Ethnic Motifs Banarasi Saree","ADGROUP_STATUS_DAILY_BUDGET_MET","DAILY_BUDGET_MET","40","1","2.5000","0.0000","1.500000","1.50","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1320232","KALINI MARCH 2026","ADG1394033","KALINI NEW 2","Auto Targeting","37000858","KALINI Laal Paar Saree","ADGROUP_STATUS_DAILY_BUDGET_MET","DAILY_BUDGET_MET","1174","10","0.8500","0.0000","1.500000","15.00","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1299835","SATRANI MARCH","ADG1299893","SATRANI NEW","Auto Targeting","39655784","Satrani Embellished Embroidered Pure Chiffon Heavy Work Saree","ADGROUP_STATUS_EXPIRED","LIVE","6145","127","2.0700","0.0000","1.200000","152.40","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1299835","SATRANI MARCH","ADG1311673","KALINI","Auto Targeting","32710626","KALINI Woven Design Zari Silk Blend Banarasi Saree","ADGROUP_STATUS_EXPIRED","LIVE","1746","32","1.8300","0.0000","1.200000","38.40","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1299835","SATRANI MARCH","ADG1299877","SATRANI MIX","Auto Targeting","32029242","Satrani Bandhani Pure Georgette Bandhani Saree","ADGROUP_STATUS_EXPIRED","LIVE","4055","96","2.3700","0.0000","1.200000","115.20","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1299835","SATRANI MARCH","ADG1311686","MITERA","Auto Targeting","33598181","Mitera Printed Ready to Wear Pure Cotton Saree","ADGROUP_STATUS_EXPIRED","LIVE","12851","315","2.4500","0.3200","1.200000","378.00","1","0","1","1308.9000","0.0000","1308.9000","3.46000000","0.00000000","3.4600"
"CMP1140205","SATRANI FEB","ADG1245986","HIT SKU 23 TO 26 FEB","Auto Targeting","27525684","Satrani Ethnic Motifs Woven Design Zari Paithani Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","334","11","3.2900","0.0000","1.200000","13.20","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1140205","SATRANI FEB","ADG1245986","HIT SKU 23 TO 26 FEB","Auto Targeting","39657824","Satrani Silk Blend Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","59","0","0.0000",,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1245986","HIT SKU 23 TO 26 FEB","Auto Targeting","33466668","Satrani Embellished Embroidered Pure Chiffon Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","541","23","4.2500","0.0000","1.200000","27.60","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1299835","SATRANI MARCH","ADG1299837","GROW REVENUE RECOMM.","Auto Targeting","14252908","KALINI Off-White Khadi Silk Printed Khadi Saree","ADGROUP_STATUS_EXPIRED","LIVE","2887","45","1.5600","0.0000","1.200000","54.00","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1299835","SATRANI MARCH","ADG1299853","SATRANI HIT","Auto Targeting","32897862","Satrani Embellished Sequinned Organza Saree","ADGROUP_STATUS_EXPIRED","LIVE","3768","113","3.0000","0.0000","1.200000","135.60","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1299835","SATRANI MARCH","ADG1299853","SATRANI HIT","Auto Targeting","38136921","Satrani Embellished Sequinned Silk Blend Heavy Work Saree","ADGROUP_STATUS_EXPIRED","LIVE","6403","226","3.5300","0.0000","1.200000","271.20","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1299835","SATRANI MARCH","ADG1311686","MITERA","Auto Targeting","33700183","Mitera Colourblocked Pure Linen Ready to Wear Saree","ADGROUP_STATUS_EXPIRED","LIVE","11273","337","2.9900","1.1900","1.200000","404.40","2","2","4","2700.7300","2427.3900","5128.1200","6.68000000","6.00000000","12.6800"
"CMP1299835","SATRANI MARCH","ADG1299853","SATRANI HIT","Auto Targeting","35271870","Satrani Printed Gotta Patti Bandhani Saree","ADGROUP_STATUS_EXPIRED","LIVE","3367","100","2.9700","0.0000","1.200000","120.00","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1299835","SATRANI MARCH","ADG1311673","KALINI","Auto Targeting","32488048","KALINI Ethnic Motifs Woven Design Zari Banarasi Saree","ADGROUP_STATUS_EXPIRED","LIVE","218","4","1.8300","0.0000","1.200000","4.80","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1299835","SATRANI MARCH","ADG1311673","KALINI","Auto Targeting","32649991","KALINI Printed Zari Pure Chiffon Bandhani Saree","ADGROUP_STATUS_EXPIRED","LIVE","578","8","1.3800","0.0000","1.200000","9.60","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1140205","SATRANI FEB","ADG1246001","NEW & NEUTRAL 23 TO 26","Auto Targeting","34516729","Satrani Geometric Printed Zari Ready to Wear Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","1170","22","1.8800","0.0000","1.200000","26.40","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1140205","SATRANI FEB","ADG1246031","NEW & PUSH 23 TO 26","Auto Targeting","39656203","Satrani Ethnic Motifs Zari Pure Georgette Heavy Work Bandhani Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","1139","28","2.4600","0.0000","1.200000","33.60","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1140205","SATRANI FEB","ADG1246031","NEW & PUSH 23 TO 26","Auto Targeting","40099999","Satrani Woven Design Zari Pure Chiffon Designer Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","1740","54","3.1000","1.8500","1.200000","64.80","1","0","1","1898.5700","0.0000","1898.5700","29.30000000","0.00000000","29.3000"
"CMP1140205","SATRANI FEB","ADG1246001","NEW & NEUTRAL 23 TO 26","Auto Targeting","36994355","Satrani Ethnic Motifs Embellished Embroidered Tissue Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","541","17","3.1400","0.0000","1.200000","20.40","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1140205","SATRANI FEB","ADG1231621","Satrani Saree med1 sku 20 to 22 Feb.","Auto Targeting","34959626","Satrani Embroidered Border Saree with Blouse Piece","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1246031","NEW & PUSH 23 TO 26","Auto Targeting","39656113","Satrani Floral Silk Blend Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","1235","35","2.8300","0.0000","1.200000","42.00","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1140205","SATRANI FEB","ADG1231610","Satrani Saree med sku 20 to 22 Feb.","Auto Targeting","36078066","Satrani Woven Design Zari Saree With Unstitched Blouse Piece","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1231621","Satrani Saree med1 sku 20 to 22 Feb.","Auto Targeting","36994310","Satrani Floral Printed Zari Saree With Blouse Piece","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1181306","Satrani Saree dis,spec sku 9 to 12 Feb.","Auto Targeting","30472260","Satrani Ethnic Motifs Pure Cotton Ready to Wear Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1181248","Satrani Saree Hit sku 9 to 12 Feb.","Auto Targeting","32897864","Satrani Embellished Sequinned Organza Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1246031","NEW & PUSH 23 TO 26","Auto Targeting","39656187","Satrani Bandhani Silk Blend Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","1097","30","2.7300","0.0000","1.200000","36.00","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1140205","SATRANI FEB","ADG1245986","HIT SKU 23 TO 26 FEB","Auto Targeting","32217322","Satrani Bandhani Embroidered Pure Georgette Bandhani Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1231597","Satrani Saree new sku 1 to 8 Feb.","Auto Targeting","39656765","Satrani Embellished Pure Georgette Designer Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1299835","SATRANI MARCH","ADG1299893","SATRANI NEW","Auto Targeting","39657812","Satrani Floral Satin Designer Saree","ADGROUP_STATUS_EXPIRED","LIVE","1351","34","2.5200","0.0000","1.200000","40.80","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1140205","SATRANI FEB","ADG1231585","Satrani Saree hit sku 20 to 22 Feb.","Auto Targeting","36769020","Satrani Women Woven Design Zari Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1231621","Satrani Saree med1 sku 20 to 22 Feb.","Auto Targeting","35769780","Satrani Woven Design Beads and Stones Pure Chiffon Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1245986","HIT SKU 23 TO 26 FEB","Auto Targeting","36768976","Satrani Ethnic Motifs Printed Sequinned Silk Cotton Saree With Blouse","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","328","14","4.2700","0.0000","1.200000","16.80","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1299835","SATRANI MARCH","ADG1311673","KALINI","Auto Targeting","35269211","KALINI Woven Design Zari Saree With Unstiched Blouse Piece","ADGROUP_STATUS_EXPIRED","LIVE","2776","49","1.7700","2.0400","1.200000","58.80","0","1","1","0.0000","797.1400","797.1400","0.00000000","13.56000000","13.5600"
"CMP1140205","SATRANI FEB","ADG1231585","Satrani Saree hit sku 20 to 22 Feb.","Auto Targeting","34646660","Satrani Embroidered Pure Georgette Bandhani Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1231597","Satrani Saree new sku 1 to 8 Feb.","Auto Targeting","39658117","Satrani Floral Embroidered Pure Georgette Designer Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1231597","Satrani Saree new sku 1 to 8 Feb.","Auto Targeting","39657812","Satrani Floral Satin Designer Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1231597","Satrani Saree new sku 1 to 8 Feb.","Auto Targeting","39656229","Satrani Ethnic Motifs Silk Blend Designer Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1181253","Satrani Saree Hit sku neut 9 to 12 Feb.","Auto Targeting","34784260","Satrani Embellished Sequinned Organza Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1143639","Mitera Saree Feb - 2026","ADG1246130","NEW & SPECIAL & DISCON.","Auto Targeting","39656999","Mitera Bandhani Poly Chiffon Bandhani Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","1","0","0.0000",,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1199938","Clone_of_ Satrani Saree Hit sku 9 to 12 Feb.","Auto Targeting","28931300","Satrani Woven Design Zari Banarasi Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1143235","Satrani Saree Hit sku 1 to 8 Feb.","Auto Targeting","32217224","Satrani Bandhani Embroidered Pure Georgette Bandhani Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1181316","Satrani Saree new sku 9 to 12 Feb.","Auto Targeting","39655471","Satrani Ethnic Motifs Embroidered Pure Chiffon Heavy Work Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1181316","Satrani Saree new sku 9 to 12 Feb.","Auto Targeting","39655798","Satrani Ethnic Motifs Embroidered Pure Georgette Heavy Work Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1181316","Satrani Saree new sku 9 to 12 Feb.","Auto Targeting","39656991","Satrani Embellished Embroidered Pure Georgette Heavy Work Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1320232","KALINI MARCH 2026","ADG1320483","KALINI NEW STYELS","Auto Targeting","40091095","KALINI Woven Design Zari Silk Blend Fusion Paithani Saree","ADGROUP_STATUS_EXPIRED","LIVE","4487","73","1.6300","0.0000","1.200000","87.60","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1320232","KALINI MARCH 2026","ADG1320483","KALINI NEW STYELS","Auto Targeting","39659043","KALINI Woven Design Zari Silk Blend Saree","ADGROUP_STATUS_EXPIRED","LIVE","2302","26","1.1300","0.0000","1.200000","31.20","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1140205","SATRANI FEB","ADG1140207","SATRANI SAREE - HIT STYLE","Auto Targeting","24762074","Satrani Leheriya Printed Embroidered Leheriya Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1231610","Satrani Saree med sku 20 to 22 Feb.","Auto Targeting","34013006","Satrani Ombre Pure Georgette Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1231621","Satrani Saree med1 sku 20 to 22 Feb.","Auto Targeting","34516742","Satrani Zari Ready to Wear Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1181253","Satrani Saree Hit sku neut 9 to 12 Feb.","Auto Targeting","33854873","Satrani Women Ethnic Motifs Printed Pure Linen Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1299835","SATRANI MARCH","ADG1299893","SATRANI NEW","Auto Targeting","40100038","Satrani Embellished Embroidered Pure Chiffon Heavy Work Saree","ADGROUP_STATUS_EXPIRED","LIVE","344","8","2.3300","0.0000","1.200000","9.60","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1140205","SATRANI FEB","ADG1181316","Satrani Saree new sku 9 to 12 Feb.","Auto Targeting","39664056","Satrani Embellished Beads and Stones Pure Georgette Heavy Work Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1231610","Satrani Saree med sku 20 to 22 Feb.","Auto Targeting","33279429","Satrani Embellished Sequinned Pure Chiffon Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1231610","Satrani Saree med sku 20 to 22 Feb.","Auto Targeting","35271874","Satrani Sequinned Pure Chiffon Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
